time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,train/learning_rate,train/clip_fraction,train/clip_range,train/std,train/entropy_loss,train/approx_kl,train/n_updates,train/loss,train/policy_gradient_loss,train/value_loss,train/explained_variance
1206000,603,41.77866845,119,10121,750.92,0.0001,0.12926667236412565,0.222,0.6145867109298706,-39.17291002273559,0.018798754,9030,-0.10404506325721741,-0.037584478193807294,0.07915798832740013,0.921842560172081
1208000,604,41.744074469999994,119,10138,749.32,0.0001,0.1125666712759994,0.222,0.6145027875900269,-40.7196582476298,0.018609833,9045,-0.0997418761253357,-0.03444078434383755,0.09017789057688788,0.9413429908454418
1210000,605,41.279145580000005,119,10154,738.75,0.0001,0.15340000675059856,0.222,0.6128557920455933,-40.25699656804402,0.020201778,9060,-0.0949273630976677,-0.03756931500140648,0.06332469511932383,0.9639110900461674
1212000,606,41.57074785999999,119,10171,745.5,0.0001,0.08806667101259033,0.222,0.611974835395813,-40.38018178939819,0.01839107,9075,-0.08740082383155823,-0.02911319846472414,0.2240706359036267,0.7568010538816452
1214000,607,41.3154568,119,10188,744.33,0.0001,0.11300000542930017,0.222,0.6109287142753601,-39.83494917551676,0.019570742,9090,-0.0835253968834877,-0.027396488162718904,0.128110972821014,0.8684464544057846
1216000,608,41.614444899999995,119,10204,748.27,0.0001,0.10326667102441812,0.222,0.610757052898407,-40.002108319600424,0.015487516,9105,-0.08089686185121536,-0.026899739662492785,0.14440144965192303,0.7931604385375977
1218000,609,41.67697926999999,119,10221,749.44,0.0001,0.0811333371209912,0.222,0.6084022521972656,-39.735182762145996,0.016342735,9120,-0.07517103850841522,-0.025535370225286663,0.40446554293933634,0.4701884388923645
1220000,610,41.635887950000004,119,10237,753.37,0.0001,0.07306666961715867,0.222,0.6060444712638855,-39.873749097188316,0.014590904,9135,-0.07948469370603561,-0.0264058447933877,0.2870882746530697,0.8334967792034149
1222000,611,41.83627076,119,10254,760.5,0.0001,0.1479000068230865,0.222,0.6048270463943481,-39.29334777196248,0.020532317,9150,-0.10689251869916916,-0.03589311254573602,0.07993939130101353,0.9352746158838272
1224000,612,41.933590540000004,119,10271,761.21,0.0001,0.16750000714867685,0.222,0.6049525737762451,-40.24297332763672,0.025269203,9165,-0.09568774700164795,-0.04606601460222907,0.09761280299862847,0.8541573733091354
1226000,613,42.04197209,119,10287,764.1,0.0001,0.12220000509017458,0.222,0.6039249897003174,-39.42535457611084,0.02450144,9180,-0.08273737877607346,-0.034809583102826204,0.09970336756280934,0.8597983866930008
1228000,614,41.89573030999999,119,10303,759.08,0.0001,0.13623333952855318,0.222,0.6033260226249695,-39.505794525146484,0.020002006,9195,-0.08050550520420074,-0.033760091909524566,0.14607829635109132,0.8770594820380211
1230000,615,41.88600692,119,10320,758.7,0.0001,0.08726667025281737,0.222,0.6028907895088196,-39.99479179382324,0.015569411,9210,-0.08012198656797409,-0.02597435082211451,0.19067922863566006,0.8789719492197037
1232000,616,41.73998786999999,119,10337,758.2,0.0001,0.13516667200019583,0.222,0.6016692519187927,-40.276290798187254,0.021276344,9225,-0.11230667680501938,-0.036585555780757534,0.1736122080978627,0.8943439573049545
1234000,617,41.85097213,119,10353,764.34,0.0001,0.1212000054656528,0.222,0.601655900478363,-41.03076903025309,0.020137958,9240,-0.09492067992687225,-0.03478428829518035,0.1025609238713514,0.8908404186367989
1236000,618,41.7900061,119,10370,766.13,0.0001,0.14856667349425454,0.222,0.5998746752738953,-40.15809097290039,0.02362296,9255,-0.09452065080404282,-0.036263720812248816,0.12536851431941615,0.8104099035263062
1238000,619,41.96132099999999,119,10386,767.73,0.0001,0.09800000407267362,0.222,0.6010776162147522,-38.82100518544515,0.017838208,9270,-0.09448257833719254,-0.028497614451043773,0.11536775422282516,0.9235166311264038
1240000,620,42.09156507000001,119,10403,773.21,0.0001,0.1341666721738875,0.222,0.6004697680473328,-39.366249020894365,0.022672169,9285,-0.10178165137767792,-0.03592639998120137,0.04528435465763323,0.9651938155293465
1242000,621,42.043243849999996,119,10420,773.41,0.0001,0.11496667149864757,0.222,0.5994145274162292,-40.72692886988322,0.020105235,9300,-0.09416282176971436,-0.02955057730404261,0.2290160009210619,0.7915297299623489
1244000,622,41.74863767,119,10436,768.98,0.0001,0.13033333895727992,0.222,0.5990651249885559,-40.207514476776126,0.014842946,9315,-0.06767016649246216,-0.03149341000685686,0.10842514956214776,0.9273957163095474
1246000,623,41.561908880000004,119,10452,762.91,0.0001,0.09866667085249597,0.222,0.5998720526695251,-40.432020886739096,0.014370111,9330,-0.07755235582590103,-0.03247494222229242,0.14717394569888712,0.9038437604904175
1248000,624,41.24969383,119,10469,755.96,0.0001,0.11046667129267007,0.222,0.5998746752738953,-39.44595899581909,0.020710615,9345,-0.08154431730508804,-0.03133391555407482,0.13502330816506097,0.9109076261520386
1250000,625,40.75531968,119,10486,748.77,0.0001,0.14710000694030895,0.222,0.598951518535614,-39.64006878534953,0.028262379,9360,-0.08684370666742325,-0.036715178474560815,0.09325994764221832,0.92436183989048
1252000,626,40.803197929999996,119,10502,751.73,0.0001,0.12086667261707286,0.222,0.5988737940788269,-40.01056696573893,0.015426632,9375,-0.07345312833786011,-0.02850441932704039,0.06902105531189591,0.9549553990364075
1254000,627,40.92411025,119,10519,752.46,0.0001,0.15803333992759386,0.222,0.5981519222259521,-40.11790596644084,0.036946394,9390,-0.1010972186923027,-0.040700234112213414,0.09598538787880291,0.9316965192556381
1256000,628,40.98739928,119,10535,756.51,0.0001,0.12836667230197538,0.222,0.5981834530830383,-40.75060011545817,0.01702897,9405,-0.09675555676221848,-0.035117141120675176,0.10277845179274057,0.8911127373576164
1258000,629,41.07283727000001,119,10552,760.85,0.0001,0.18446667411287004,0.222,0.5983837842941284,-41.320474751790364,0.029572934,9420,-0.09829473495483398,-0.04632168699193281,0.1403946896782145,0.8248846083879471
1260000,630,41.54441938,119,10569,770.95,0.0001,0.13800000709403928,0.222,0.5982051491737366,-41.56462332407634,0.02721655,9435,-0.09716789424419403,-0.03655708444724247,0.10669992802431807,0.883740596473217
1262000,631,41.714703609999994,119,10585,775.12,0.0001,0.1583000066767757,0.222,0.5983483195304871,-38.55099894205729,0.022210969,9450,-0.08172774314880371,-0.03430772565980054,0.20288481240471204,0.5346643924713135
1264000,632,41.792885940000005,119,10602,777.95,0.0001,0.13000000584870577,0.222,0.598314642906189,-41.00662384033203,0.026192214,9465,-0.07587093114852905,-0.03752749663940878,0.21191985433300337,0.7831380367279053
1266000,633,42.079974650000004,119,10619,784.34,0.0001,0.15743333991073694,0.222,0.5960808396339417,-40.703733603159584,0.026022453,9480,-0.10462220013141632,-0.040204229803513826,0.06785321631662858,0.9220632836222649
1268000,634,42.266071870000005,119,10635,786.79,0.0001,0.1488666734464156,0.222,0.5950431227684021,-39.763625685373945,0.027197342,9495,-0.10309697687625885,-0.04094313017679045,0.06881348442984744,0.9599664397537708
1270000,635,42.43554642,119,10651,792.08,0.0001,0.0929666701781874,0.222,0.593590259552002,-40.61021273930867,0.014444304,9510,-0.08099549263715744,-0.028885638044446674,0.07689234413749849,0.9308522865176201
1272000,636,42.29586516000001,119,10669,784.95,0.0001,0.10126667114285132,0.222,0.5918640494346619,-39.53889830907186,0.018963147,9525,-0.09883449971675873,-0.03297418757199798,0.1143178299923117,0.8561042547225952
1274000,637,42.36575340999999,119,10685,780.53,0.0001,0.09220000422404458,0.222,0.5908676981925964,-39.85655619303385,0.015221713,9540,-0.08248946815729141,-0.031862829493865166,0.15059682386927306,0.8645888864994049
1276000,638,42.199788609999985,119,10701,774.58,0.0001,0.1280000060563907,0.222,0.5918145179748535,-40.069856293996175,0.016288985,9555,-0.10205534845590591,-0.03723981498091007,0.06728159816314777,0.9422362297773361
