time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,train/learning_rate,train/clip_fraction,train/clip_range,train/std,train/entropy_loss,train/approx_kl,train/n_updates,train/loss,train/policy_gradient_loss,train/value_loss,train/explained_variance
34000,17,23.19766025862069,118,285,585.5,0.0001,0.4148666853395601,0.222,0.9253299832344055,-22.864435768127443,0.4923446,240,0.14740024507045746,0.033333112218300855,0.3577110892472168,0.7678758502006531
36000,18,23.34113206557377,119,302,584.1639344262295,0.0001,0.11220000451818729,0.222,0.9243170619010925,-24.02210520108541,0.030049581,255,0.2009241282939911,-0.0030557454467912137,0.9295427240431309,0.7899245768785477
38000,19,23.973022937499998,118,319,593.546875,0.0001,0.070200003303277,0.222,0.9229183197021484,-23.656171067555746,0.027127083,270,0.1306833028793335,-0.00753846403917174,0.5583494467039903,0.7981487959623337
40000,20,24.010445617647054,118,336,587.4264705882352,0.0001,0.08680000399472192,0.222,0.9234636425971985,-24.175539207458495,0.015413084,285,0.03843057155609131,-0.003408639445193066,0.8254799459129571,0.5998594462871552
42000,21,24.099479757142852,119,352,593.6714285714286,0.0001,0.22143334276042878,0.222,0.9181667566299438,-24.471868467330932,0.12963748,300,0.12411170452833176,0.008567353676453168,0.44165833219885825,0.6676939427852631
44000,22,24.55231587671233,118,369,601.8219178082192,0.0001,0.11236667161574587,0.222,0.9178526997566223,-24.636282650629678,0.027180532,315,-0.010846622288227081,-0.01873563273360118,0.2853676277212799,0.8355141282081604
46000,23,24.96118022666667,119,386,604.5866666666667,0.0001,0.12953333865152672,0.222,0.9163993000984192,-25.57187032699585,0.039225154,330,0.02861645817756653,-0.00988782448553781,0.4582825497413675,0.7551839351654053
48000,24,25.350957692307695,119,402,612.8717948717949,0.0001,0.06516666933894158,0.222,0.9146026968955994,-24.70968378384908,0.023424981,345,0.03810705989599228,-0.013702226778139436,1.0961889163280527,0.30906033515930176
50000,25,25.487414265822785,119,419,618.0759493670886,0.0001,0.1229000051622279,0.222,0.9137452244758606,-24.837774928410848,0.029709727,360,0.02660004049539566,-0.015778145293348814,0.3462761613850792,0.6804924607276917
52000,26,25.655966634146342,119,436,631.9878048780488,0.0001,0.18733334180433303,0.222,0.9178294539451599,-25.82786224683126,0.07832523,375,-0.07018376886844635,-0.01489792344201269,0.18678183265340825,0.6991024017333984
54000,27,25.84191411904762,119,452,638.1190476190476,0.0001,0.12610000599718962,0.222,0.9165884256362915,-25.200288995107016,0.04935216,390,0.11616329103708267,-0.009278906673033898,0.3324243936687708,0.8156143426895142
56000,28,26.026587988505746,119,469,642.5402298850574,0.0001,0.2797666793456301,0.222,0.9109992980957031,-26.088050222396852,0.29028708,405,0.15064957737922668,0.005710526799966035,0.21975884013809263,0.7872595191001892
